FPS: 0.000000, (0.000000, 0.000000)
FPS: 0.000000, (0.000000, 0.000000)
FPS: 0.000000, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620252, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.546496, (0.000000, 0.000000)
FPS: 8.695120, (0.000000, 0.000000)
FPS: 8.620252, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620172, (0.023033, 0.428582)
FPS: 8.546575, (0.023568, 0.415444)
FPS: 8.546496, (0.029096, 0.402350)
FPS: 8.474069, (0.000000, 0.000000)
FPS: 8.620242, (0.098000, 0.288638)
FPS: 8.546505, (0.104241, 0.285855)
FPS: 8.474069, (0.146386, 0.268445)
FPS: 8.402867, (0.156217, 0.257224)
FPS: 8.402935, (0.218490, 0.250860)
FPS: 8.474077, (0.242824, 0.244532)
FPS: 8.546496, (0.261450, 0.241048)
FPS: 8.546496, (0.301620, 0.248932)
FPS: 8.474146, (0.312848, 0.255431)
FPS: 8.474077, (0.386393, 0.289349)
FPS: 8.402867, (0.393458, 0.298896)
FPS: 8.546496, (0.447538, 0.327552)
FPS: 8.402935, (0.473293, 0.373107)
FPS: 8.332845, (0.532345, 0.424082)
FPS: 8.263988, (0.548717, 0.455585)
FPS: 8.402867, (0.578992, 0.470492)
FPS: 8.474069, (0.616452, 0.575888)
FPS: 8.402867, (0.685886, 0.723122)
FPS: 8.474146, (0.687863, 0.727390)
FPS: 8.402867, (0.714425, 0.783310)
FPS: 8.474077, (0.714562, 0.786374)
FPS: 8.546496, (0.648229, 0.578389)
FPS: 8.546566, (0.614308, 0.537623)
FPS: 8.402867, (0.601090, 0.500841)
FPS: 8.402867, (0.553987, 0.454079)
FPS: 8.332853, (0.539110, 0.424832)
FPS: 8.263979, (0.531460, 0.403576)
FPS: 8.474146, (0.474548, 0.371007)
FPS: 8.402867, (0.458495, 0.342263)
FPS: 8.402867, (0.420044, 0.321462)
FPS: 8.546496, (0.398513, 0.317244)
FPS: 8.474146, (0.381956, 0.301356)
FPS: 8.402867, (0.316513, 0.290606)
FPS: 8.474077, (0.307191, 0.304301)
FPS: 8.402867, (0.297963, 0.302775)
FPS: 8.474069, (0.237594, 0.327315)
FPS: 8.474146, (0.221379, 0.350812)
FPS: 8.546496, (0.221991, 0.364238)
FPS: 8.474077, (0.184462, 0.390712)
FPS: 8.402867, (0.149908, 0.453755)
FPS: 8.474146, (0.112841, 0.520501)
FPS: 8.474069, (0.101462, 0.546842)
FPS: 8.474077, (0.093339, 0.554286)
FPS: 8.620242, (0.088663, 0.563109)
FPS: 8.474069, (0.074386, 0.570202)
FPS: 8.474077, (0.071370, 0.580453)
FPS: 8.474069, (0.048950, 0.596446)
FPS: 8.474146, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620252, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695120, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.695120, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695120, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.695191, (0.000000, 0.000000)
FPS: 8.695128, (0.000000, 0.000000)
FPS: 8.620242, (0.000000, 0.000000)
FPS: 8.620172, (0.000000, 0.000000)
FPS: 8.695120, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.620163, (0.000000, 0.000000)
FPS: 8.695201, (0.000000, 0.000000)
FPS: 8.695128, (0.024364, 0.357768)
FPS: 8.546496, (0.026345, 0.345813)
FPS: 8.546566, (0.034426, 0.326611)
FPS: 8.546496, (0.089138, 0.261322)
FPS: 8.546505, (0.093691, 0.247086)
FPS: 8.620242, (0.113555, 0.215831)
FPS: 8.546496, (0.135439, 0.202453)
